Protein.Group;DMSO_cultbatch1_rep1;DMSO_cultbatch1_rep2;DMSO_cultbatch1_rep3;DMSO_cultbatch1_rep4;DMSO_cultbatch1_rep5;DMSO_cultbatch1_rep6;DMSO_cultbatch2_rep1;DMSO_cultbatch2_rep2;DMSO_cultbatch2_rep3;DMSO_cultbatch2_rep4;DMSO_cultbatch2_rep5;DMSO_cultbatch2_rep6;CAP_cultbatch1_rep1;CAP_cultbatch1_rep2;CAP_cultbatch1_rep3;CAP_cultbatch1_rep4;CAP_cultbatch1_rep5;CAP_cultbatch1_rep6;CAP_cultbatch2_rep1;CAP_cultbatch2_rep2;CAP_cultbatch2_rep3;CAP_cultbatch2_rep4;CAP_cultbatch2_rep5;CAP_cultbatch2_rep6
Q9C0D5;7099.82;6038.01;7191.56;6362.86;6361.15;7084.48;6851.37;11154.8;7135;7275.19;9243.67;6714.7;6998.1;6055.18;8020.13;6771.18;6923.28;6252.86;8858.7;5406.27;7996.61;6911.63;8579.17;10324.6
Q9C0D9;7381.67;7837.04;9018.66;8118.5;7822.31;7247.66;9333.42;8839.51;11713;12954.9;8235.58;11505.1;6612.85;7739.84;10249.8;10754.9;9628.98;7463.96;3947.77;13654.2;12425.9;15936.9;14050;14674.8
Q9C0E2;3171.92;3435.26;4603.71;4997.77;4863.92;5226.13;3280.76;;;4912.44;;2845.39;4314.26;4455.7;4286.44;3813.9;5349.91;6030.89;3314.55;3341.28;4507.28;4607.49;7377.55;5041.1
Q9C0E8;33195.3;35713.4;22588.8;22289.6;20757.4;28243.5;40182;43089.2;41514.5;39188;44236.8;43229.2;36567.2;34380.3;22557.7;20827.5;22818.3;26492.9;41915.8;41685.9;38496.9;39728.3;40318;38723.8
Q9C0F1;;1859.13;1878.81;2200.95;3286.55;3272.08;;;;;;;2789.2;2946.98;1927.22;2201.88;3281.98;3485.74;;;;;;
Q9C0H5;546.486;1294.74;1675.31;815.51;1170.85;416.889;;;830.57;1130;1626.24;778.979;;660.913;484.493;;;441.972;974.049;;;1103.53;1297.03;
Q9C0I1;1806.3;1784.45;2576.48;1617.15;2170.68;2525.66;2015.62;;2885.22;2481.46;729.787;1994.73;1661.61;2306.55;2501.65;3127.88;1955.75;2751.64;2862.77;1564.53;;1924.52;2022;
Q9C0J8;13314.7;13317.7;10226.2;12395.1;13237.8;15663.4;18575.1;23558.3;20753.9;19120.5;21552.1;19952.9;11482.3;12796.5;7197.38;11382.9;11340.2;14667.9;21065.3;22683.8;23898.9;17816.8;20637.8;22055.4
Q9GZL7;35525.3;30872.7;13733.6;18090.2;16459.7;35940.9;45388.2;61347.4;40655.3;44319.5;64029.4;49942.8;29457.3;21680.5;8120.41;13063.5;17902.6;32035.2;69468.1;74723.5;89657.6;61967.9;82374.1;88162.4
Q9GZM5;13831.3;12648.3;6217;6258.01;6435.32;9119.88;9538.74;28458.8;13090.2;9344.25;22038.8;10643.7;12290.6;11027.1;5783.52;5355.31;6573.31;11061.4;20141.4;19851.8;25151.1;20413.9;19543.4;29653.8
Q9GZN1;2566.35;2847.26;2338.08;2604.05;2169.71;2723.55;;3426.79;4083;;;;2696.03;2766.15;1669.37;2098.44;2300;2750.76;3114.66;2972.89;1696.9;3537.15;3487.46;
Q9GZN8;87333.1;66565.6;15806.6;16024.2;20277.5;27838;70103;74873.2;69498.8;63626.7;76144.3;65449.2;85677.7;30332.6;14813.8;12319.5;14487.3;20094.8;62068.8;58663.2;63689;58217.1;60845.3;60783.2
Q9GZP4;33952.2;31416;23589.7;25097.9;24411.4;24956.3;36390.1;35009.4;35814.1;37510.2;36129.9;35957.1;34769.7;33950.3;19554.8;27627.6;24646.3;28384.7;40300.7;35110.7;39209.9;37031.8;42450.5;43079.8
Q9GZP8;5852.67;5846.58;15616.9;19388.6;17925.8;10423.4;1576.25;;2804.41;4846.35;;3118.74;6492.18;11185.1;26871.5;20273.2;18096.6;8508.63;;2580.18;;4231.37;1986.07;
Q9GZQ3;10041.7;10708.2;7124.14;6139.73;7238.92;8342.21;5631.2;7403.77;8507.76;7995.28;8877.14;7828.15;8445.81;8728.08;5907.5;4350.49;4661.48;7059.47;6390.03;8068.17;7642.24;8222.7;8955.95;5996.75
Q9GZR2;7776.04;7088.82;6878.41;6282.7;6100.23;7290.18;8073.07;4726.69;8339.49;8403.05;5849.85;5750.03;6485.3;8049.92;7833.92;7585.91;6327.21;6288.06;7639.78;9162.88;8035.22;7844.1;8035.6;7968.29
Q9GZR7;19402.3;17877.3;16015.6;16478.3;15256.8;15827.3;15107.9;15759.3;15807.5;15461.4;14420.8;16055.5;17928.5;18716.8;17364.3;16810;17992.2;18682.9;15972.5;15976.7;16984;18708.1;17373.3;16939.6
Q9GZS1;14858.3;18304;15970.1;18007.9;19375.1;17739.4;25322.7;21387.8;20735.3;21672.7;23217.9;22769.6;16289.9;15851.9;20266.6;14758.2;16642.6;18055.9;23065;25229.2;25848.5;26252.8;23609;22563.9
Q9GZS3;28640.5;27849.9;17743.3;15700.8;12962.4;23989.5;38928.6;57595.4;33316;32790.5;42606.2;24776.1;36536.3;33225.3;15972.2;13186.9;16163.5;20544;50369.1;35683;36366.1;31822.2;36896.9;33946.3
Q9GZT3;85651.9;91552.3;70465.1;67630.6;67551.5;75444.9;100243;95507.4;97593.3;96740;76373.8;90830.2;87428.6;88473.3;69469.9;73540.3;58192.6;62392.7;73510.5;89370.5;74426.9;94283.8;85666.1;79344.6
Q9GZT4;5565.19;5518.22;7203.79;5551.26;6834.41;4718.48;3587.35;3740.32;4214.71;4798.12;3768.23;4690.66;4448.57;5498.53;6568.98;6786.23;7063.37;5733.48;4496.12;3606.22;3408.58;3291.56;4035.48;2809.87
Q9GZT8;10338.5;11458.1;15940;17479.3;18902.3;14381.9;11859.9;8425.29;13433.2;14093.8;15245.9;11747.4;8610.01;13431;18960.6;22062.8;16793.1;16954;14676.5;10980.4;13208.9;13529.1;12798.5;13594.9
Q9GZT9;16949.9;14729.8;10050.7;8925.14;8421.16;12811.1;22541.8;19725.4;21383.2;19275.4;14206.7;24947.9;12009.1;10339.8;5791.84;6094.86;5218.82;7914.21;13800.9;18332.8;15078.4;17462.5;17283.8;13644.9
Q9GZU8;6178.22;6981.65;3680.77;3299.26;3293.59;3973.21;7625.36;5790.33;6445.91;7543.27;6470.23;5950.99;5084.89;6226.73;2946.82;1763.98;2491.05;3823.35;4298.98;5140.15;4534.12;6496.83;5539.28;5271.11
Q9GZX9;;2635.1;;;1829.59;;4349.7;;3875.31;2991.7;;4622.25;;2614.4;;2084.54;;1110.04;;3383.06;;;2920.91;
Q9GZY8;18060.5;16947.4;18009.5;18399.9;19339.8;18988.9;12499.7;10240.3;13075.1;11641;12437.1;9994.02;16729.9;18945.6;18893.8;18702.3;19863.4;20934;12586.3;11545.8;10900.2;10599.1;11728.3;12760.1
Q9GZZ1;39358.1;42077.4;49536.1;45691.1;53898.3;47209.2;49350.1;46041.7;54204.7;44634.7;47958.1;49709.8;42847;39907.5;43080.3;45351.1;47583.3;43352.9;46126.6;45164.7;42908.6;49263.4;47115.5;44191
Q9GZZ9;23003.2;21810.5;24509.6;24894;22839.4;26314.6;27415.7;25352.3;27220;31122.8;28000.2;27830.2;31925;26747.6;32669.4;29907.1;29506.9;27263.1;34674.8;37819.5;33972.6;36607;33199.3;36975.4
Q9H000;16555.6;17038.2;17976.8;20054.5;17440.8;18551.2;15004.5;9317.95;14719.3;15829.8;14148;12692;20307.8;19070.3;20242.6;22089.3;20421.1;19752.9;14104.9;14456.9;17876.3;16280.2;19487.8;14445.8
Q9H009;1139.07;1092.53;1228.65;;1527.85;1316.28;2510.04;;4117.7;1416;1819.75;2604.36;1226.99;1328.27;748.612;1148.75;948.521;1135.37;1395.89;2095.82;1279.48;2024.38;2743.72;1658.7
Q9H019;6378.28;6901.96;5453.79;5090.32;5387.12;5885.48;3366.42;;3380.88;2654.09;2743.29;3000.28;5045.31;3956.43;4809.23;4685.47;4389.74;4532.06;4137.68;2341.88;3176.81;2367.62;3750.99;3234.15
Q9H061;14729.5;17228.6;16852.9;16929.8;16793.1;15017.6;12511.7;15797.2;14151;13509;15716.2;17657.2;15735;15837.9;16436;20716;18793;21207.7;22624.4;16305.3;14654.5;16205.1;17459.4;16391.9
Q9H063;15082.1;15355.9;11113.3;11319.8;10820.7;12548.3;10190.9;8050.87;9222.3;8987.57;10556.7;10624.1;14147.1;12823.5;7598.39;7621.96;10113.3;11850;8198.36;9689.57;9356.92;6785.43;9390.35;12952
Q9H074;68584.7;70269.6;37371.8;36838.9;39378.3;49589.7;65657.5;77181.6;71016.6;70425;75310.3;71825.4;69145.2;57098.9;38429.4;33074.1;31380.9;42659.2;94788.2;85882.4;94156.6;81165.8;84720.5;88549.1
Q9H078;31734.7;30369.9;26961.7;29601.8;26785.6;29098.9;43301;44631.6;43913;41918.9;46694.1;44263.5;33348.6;33499.4;27893.6;26780.2;28808.6;26561.9;47177.3;47267.3;51237.4;48049.6;48371.2;49497.3
Q9H089;27502.6;28347.4;21349.7;15855.2;17451.5;22952;34744.8;30400.5;35497.5;25069.1;30113.6;35762.6;34943.1;32473.9;20113.2;13401.5;18712.5;22512.7;36380.6;32383.6;31633.6;35746.6;28793.1;39538.2
Q9H098;36494.7;35565.8;28625.3;22901.8;27686;25137.5;40018.7;69142.3;32337;32084.9;47187.5;32773.6;26402;30267.2;23644.8;20256.5;21259.9;17264.2;20418.2;26501;27769.8;28388.7;22937.5;27222.9
Q9H0A0;60439.4;59681.1;51684.7;55485.6;54291.8;55678.7;67190.1;65594.5;71306.8;71401.1;69089.5;77258.1;58343.1;55021.3;49490.6;55384;53346.5;57125.2;82070.4;82727.9;83827.7;78722.8;81024.6;82645.6
Q9H0A8;;;422.744;915.992;586.007;;;;712.701;410.621;;;;;868.492;1141.68;505.073;465.395;;;;;;
Q9H0B6;24194.6;25287.5;25647.8;21767.6;25334.3;24631.7;26204.6;23435.2;22934.5;24784.2;25227.8;23493.3;22600.2;24977;24842.6;22239.3;22140.3;20968.5;21491.3;21433.7;23143;21654.5;21205.4;17925.5
Q9H0C8;23787.4;23851.2;22472.2;20660.3;23001.2;22860.3;41114.3;34050.1;39406.6;35209.5;38959.5;37851.2;23103.9;23981.3;21706;19800.9;20590.5;20844.6;37028.4;35247.3;38055.3;37115.5;38489.7;38994.4
Q9H0D6;74242.2;70523.4;68419.8;70996.1;66110;73667.4;85767.2;73669.8;79303.2;82023.9;79344.3;82784.4;69494.9;67940.4;67869.7;69281.2;65973.4;66525.3;74663.7;79715.9;73520;80521.9;79463.3;71707.8
Q9H0E2;9396.53;8702.92;12551.7;11750.3;12244.5;12169.1;10595.1;7458.25;9772.08;8936.21;8433.52;10341.2;7431.76;9409.43;9728.94;12085.5;10769.2;8512.87;7010.09;7415.85;7559.86;10179.1;8176.53;7164.77
Q9H0F6;8476.53;8687.9;8350.42;8325.67;8783.08;7473.92;5659.88;4823.35;6861.96;6755.55;4811.38;5440.1;7951.39;7678.98;7186.62;8843.5;7457.44;6712.21;4957.83;3534.26;5290.54;4331.5;6229.56;5294.03
Q9H0F7;5065.02;7860.13;6902.4;6133;5219.74;5861.84;7196.84;10904.2;5516.52;5332.66;15144.1;;5620.28;6436.34;7321;6781.6;6334.75;5580.46;13577.5;10931.9;;7680.94;8759.08;9726.22
Q9H0H5;11212.8;10019.5;9673.74;9555.64;9880.5;10548.2;9112.9;9480.78;10569.5;10141.8;8953.63;11112.8;6627.33;7555.5;7078.11;4817.13;4803.68;6680.9;5547.49;3413.62;4079.16;5820.56;6639.45;5721.18
Q9H0L4;14656.5;13890.3;13691;15338.8;14469.1;15493.1;12926.9;10958.7;11224.7;11397.5;8771.56;9550.11;11630.9;11009;11727.4;11012.4;11474.9;12056.7;7131.02;8683.97;7800.3;10831.3;8732.72;7138.16
Q9H0P0;21939.2;23013.8;23719.3;22198.6;20464.4;23734.3;29768.3;24011;29832.5;32613.6;29300.4;35950.9;23533.7;23251.6;22684;23342;21841.9;21307.6;23545.1;31495.4;31824.3;34067.5;33836.5;29361.8
Q9H0R4;11642.7;10848.9;7379.49;6435.28;6755.31;8791.52;6643.74;;7994.96;5582.49;6557.45;7834.39;11232.9;10582.9;7019.71;6689.03;7511.78;8273.18;9633.43;4792.87;10495.4;6474.98;6515.61;9835.3
Q9H0R6;10972.3;12323.1;8583.33;8275.98;8861.79;9989.32;7080.12;;6995.98;7657.18;7412.35;7531.92;11592.4;11059.8;8841.58;8522.32;7877.44;8124.75;9902.53;6624.69;8242.56;6593.59;7770.71;
Q9H0S4;16558.4;19322.3;14593.1;12347.8;16189.8;19055.6;65614.1;66001.8;48148.9;52992.3;65171.3;60118.1;18901.5;19372.9;13705.8;10730.4;12535;15115;61247.7;68286.5;67135.5;61193.2;61579.8;66932.1
Q9H0U3;25547;29277.3;33533;36432.6;34323.2;28726.1;47629.7;24701.8;39878.8;48454.1;77814.8;54954.6;32028.8;26573.4;28177.4;32270.1;38329.5;32594.7;64303.6;67547.9;97144.6;63581.7;28642.4;32659.5
Q9H0U4;508520;536622;383700;430442;403592;443076;626836;705280;631698;615958;705888;664362;611532;523026;417506;382784;371362;447417;637712;681989;653236;614976;674794;706781
Q9H0U6;7750.12;8212.47;10003.5;8880.32;11903;13592.6;8803.79;7110.84;7605.4;4787.74;;4165.93;7934.44;8039.86;7888.41;9341.58;8410.98;12203.3;5056.12;9137.07;;6332.04;5547.15;7072.38
Q9H0W8;10314.8;10523.3;11239.2;10233.4;11260.4;11249.6;9841.79;6897.48;11113.6;11097.7;7970.71;9371.27;7813.09;8333.13;8128.75;8957.07;8351.2;9236.58;8160.17;6869.92;7126.86;8983.31;9001.2;7076.88
Q9H0W9;37664.1;37532.9;36284.9;29575.1;29426.1;32256.1;34608.7;29675.9;36781;32698.3;34528.6;28551.7;31201.8;33780;30698.9;32339.7;28841.9;31528.9;28925.8;26745.6;24548.6;27020.7;26808.5;26616.7
Q9H147;5602.07;6722.52;6372.29;5955;6021.27;5655.07;6048.54;12427.1;7328.63;5145.59;7400.82;5659.64;5737.34;5677.38;5307.27;7658.7;4809.67;4572.26;6488.97;6077.88;6419.09;6599.37;6589.62;7646.55
Q9H1A4;76602.5;18892.7;68636.9;10645.9;10115.8;16138.9;9654.16;16066;11037.5;12463.4;8093.22;10682.9;14795.4;14116.9;7861.04;73796.1;11172.8;15136.2;11240.4;10748.7;11443.7;11305.9;9619.36;13296.9
Q9H1B7;60440.3;55788.9;53780.4;47042.1;43432.7;36773;29604.7;24682.3;23496.2;29204.3;29193.3;29851.3;54128.7;54076.5;45718.7;40289.8;40089.8;40886.8;18850.4;20691.3;19345.9;21663.7;22834.5;25757.5
Q9H1D9;4800.2;3120.21;4118.07;6201.81;6007.53;5990.45;3172.78;;3246.99;2426.75;2887.22;3051.5;3725.41;4546.48;4947.82;4933.25;4746.65;4791.47;2342.83;;3816.08;3393;3983.47;
Q9H1E3;90466;79492.4;47891;47185.8;35219.9;38339;58912.8;118460;40142.6;52698.7;76941.7;46321.2;110543;77964.2;39545.3;31375.3;36246.9;40444.4;55647.7;65432.7;79695.9;67105.5;67548.8;85180.1
Q9H1E5;5329.71;3552.15;4753.38;4403.19;4979.05;3555.74;2152.05;;4239.91;4614.88;;3810.64;;3243.04;4913.42;4915.76;1180.8;2715.8;;2188.59;;3483.36;3578.33;3542.54
Q9H1I8;9957.64;14497.9;8865.44;8002.49;7778.11;9625.37;7460.52;9248.82;8064.15;6815.17;12618.6;7765.17;10134.2;8618.09;6907.86;6512.67;8051.07;8444.23;9059.11;8907.35;10292.8;8149.54;8434.36;8006.19
Q9H1J7;4141.71;5296.39;2964.39;4626.09;4597.96;4172.83;3474.34;2639.05;2872.06;2555.31;2534.59;2091.75;2508.53;2825.52;2078.16;1778.85;2296.55;3345.81;2708.86;2900.91;2252.37;3722.24;2119.39;3146.33
Q9H1K0;6650.35;5506.77;7480.15;6170.55;5447.68;5735.94;6364.04;;5707.8;4576.83;3247.35;3615.85;5213.81;4630.09;5755.2;6176.14;4058.03;4486.7;3458.87;5764.02;4535.62;3593.15;3084.74;4983.19
Q9H1K1;34514.8;36717.1;30919.8;29335;31119.8;33723.6;27439.5;26506.1;28365.5;26420;23769;21996.8;36889;34438.8;28348.7;27602.3;25922.4;26883.7;20623.9;26044.8;20168.9;23271.5;21545.9;16701.2
Q9H1P3;12143.6;12340.3;7414.63;9809.84;10974.8;11005.5;11361.1;5571.09;8982.36;11717;10469.4;13577.1;15700.4;14823.9;8944.87;9042.21;8925.33;11550.5;17724.1;12713.2;17247.8;13163.1;14617.4;17010.4
Q9H1Y0;19251.7;21907.4;13533.6;8879.46;9777.79;16452.5;22090.7;25005;20991.7;20792.5;29439.2;21343.2;25420.4;17538.5;11315.1;10862.9;8422.25;16232.7;23314.7;22297.4;21790.5;17522.8;26886.5;29424.3
Q9H1Z4;10474.9;9285.88;8554.76;7780.24;7940.04;9756.61;8582.65;5564.31;7682.36;6100.24;5704.25;6960.36;10301.5;9600.9;9231.08;9131.05;9568.72;10909.2;10083.6;8497.86;10155.5;10086.2;9624.43;9087.58
Q9H223;97883.3;96237.1;67626.1;67569.5;63365.5;79417.7;88148.5;89354.5;91660.4;92577.6;95456.4;97051.8;72594.5;64650.2;43581.2;42310.4;43511.9;50068.9;52388.8;55480.7;53094.2;56974.1;55265.8;53248
Q9H267;6117.72;6316.22;5287.82;5780.03;6731.9;7017.07;4477.78;5676.14;5258.62;5664.91;3992.07;4701.56;6246.5;7595.31;5626.4;6600.84;6371.03;6858.26;4690.49;4707.9;5076.6;4729.1;6595.5;6089.5
Q9H269;38178.3;35550;24846.5;26792.9;25350.7;34983.6;25291.6;24329.6;25324.3;22935.5;30526.8;24622.8;34695;32763.3;19198.3;19256.6;20596;30636.2;25592.2;22746.3;25335;24839.7;23530.2;23977.1
Q9H270;22955.5;20574.5;18304.9;20099;20849.8;21604.8;21791.6;21313.2;20572.8;21289.6;23427.3;18803.9;24867.3;22076.8;19584.6;19111.2;19138.3;21008.5;19113.5;19719.7;20181.9;20531.5;20460.2;20327.4
Q9H299;490083;482099;564932;741133;564701;457028;524469;925236;540314;683453;635594;683527;526623;582533;725907;847099;525892;412028;434831;662913;632587;657785;587896;627062
Q9H2C0;6469.41;7446.53;7328.16;7586.63;7435.33;8194.88;9316.1;6544.46;9352.53;8408.23;5981.55;6333.45;6977.85;7227.27;6373.84;7328.71;6331.68;7608.19;7701.87;7754.61;7182.7;5812.8;8860.85;6361.63
Q9H2C2;1177.04;1319.06;1222.21;1809.3;1354.88;1320.93;1083.46;;;2778.23;;;;638.751;;1077.43;770.87;1256.38;1307.28;;;2614.09;1839.1;1702.32
Q9H2D1;8647.09;11434;12883.4;14746.2;17838.7;12012.5;3480.63;4026.61;4335.45;5592.11;3409.97;4472.16;8577.94;9446.26;10757.8;17520.6;13800.1;15816.7;9990.4;6581.41;7196.29;6250.05;6853.47;5987.22
Q9H2D6;8885.85;7327.33;4842.34;5299.15;4664.08;8739.22;;4675.3;5758.43;8582.4;5938.44;3943.54;4821.68;4941.65;4375.39;3669.44;2799.26;3276.24;4915.61;8898.51;6363.05;5165.67;5319.92;
Q9H2G2;21268.5;19748.2;18677.2;17323;17930.1;20544.9;20889.8;26872.1;24158.9;20949.4;19977.1;22945;28122.6;26262.7;19133.4;17348.5;20911;22321.3;23263.3;22085.7;24256.1;24130.9;21975.1;24721.5
Q9H2H8;24807.2;21586.5;13815.5;15208.8;15159;16557.8;28532.9;32583.1;22097.1;19379.4;25674.6;22457.9;22057.6;17795.3;14552.1;15435.3;14786;15028.7;21484.8;21600.9;16569;23099.7;19461.6;19483.1
Q9H2J4;11392.1;12063.5;19645.6;13054.4;9847.17;10993.9;20759.3;29579.8;19768.6;23100.4;27157.7;27592.3;13733.9;12033.4;6375.62;17471.8;12262.7;14894.7;18717.1;20137.8;23767.6;18655.2;25178.2;21627
Q9H2K0;;1448.59;859.919;;;1015.37;1476.52;;;;;;919.478;1596.13;1623.34;867.986;1533.15;;;;;;;
Q9H2K8;8720.72;8845.65;2125.87;4175.1;3704.68;4659.9;19089.1;19974.6;18394.3;19977.3;23574;22015.8;9173.96;8357.45;2996.25;2888.36;3572.81;3742.52;20058.1;19301.7;21247.1;20582.4;21709.7;22321.7
Q9H2M9;18763.6;19926.3;16107.9;17249.6;17349.5;18099.2;16847.4;21586.7;17347.5;18857;20469.8;18847.6;19500.9;18967.7;15440.2;16672.4;18156.2;21031.5;23172;21312.8;24175.6;21160.5;22404.8;26026.3
Q9H2P0;22325.8;21880.2;22463.2;21270.5;21850.1;21700;27222.4;25502.3;26968;25132.2;25939.4;27325;18263.8;20179.3;20417.1;18513.5;18329.1;19008.1;20646.8;23488.8;23665.1;22664.2;24266;22597.3
Q9H2P9;3058.27;2549.62;2119.46;4740.34;2501.36;2730.83;3613.48;4452.83;3452.24;3769.88;3517.65;3375.92;3330.69;3587.74;2702.02;2697.95;3356.72;3166.26;3662.95;4013.93;10148;3641.4;5576.65;5331.64
Q9H2U1;26342.2;27149.7;25589.7;28833.2;28761.9;28072.7;17738.1;19842.8;20992.3;20794.7;19014.3;19901.9;23055.2;22320;21966.7;24442.2;25019.3;25655.6;18305;17854.1;17998.3;18482.1;17762.9;18582.5
Q9H2U2;39858.6;37195;30799.8;34797.6;35429.4;34938;29229.2;32499.1;30384.7;33238.2;31444;37061.5;36177.7;36832.1;32155.5;34235.6;35218.9;40116.2;41965;35678.1;40071.4;35011;36275.6;41257.3
Q9H2V7;18119.5;17328.3;13882.3;17349.4;15145.3;16714.4;18988.1;17453.7;21312.9;20754.2;14975.9;18499.1;16756.2;16806.8;13544.9;13730;12035.9;13682.2;19395.3;15708.3;14934.5;16190.8;16150;15365.2
Q9H2W6;26703;26144.5;21892.7;20971.6;19095.7;24734.9;26859;26235.2;31056.2;25725.7;26109;27724.4;30948.6;29025.3;23161.1;20048.4;22361.3;24130.5;28473.5;30725.4;23739.9;30456.9;29729;27505.6
Q9H300;12570;11709.3;12402.6;11767.7;14649.8;13316.4;14494.9;13394;12728.9;13221.3;12155.7;13149.6;16926.7;17173.3;14752.9;17753;14642.1;16035;16447.3;14611.1;12838.3;16942.7;14669.2;13006.9
Q9H307;52176.8;50570.2;42865.2;38379.4;42194.6;46642.2;78891.8;119264;67079;73600.5;87301.2;65616.1;52837.7;50705;40293.7;45259.6;35895.7;45025.4;68887.2;87215.5;95175.7;79818.4;75100.5;93287.5
Q9H330;20801.5;22773.1;16980.7;20866.8;20899.5;26556.6;18085.9;18774.6;19010.4;19848.3;19460.6;18935.8;22437.8;19469.8;19057;18543.5;20357.1;20945.1;15204.4;16661.6;13923.7;19253.9;20671.1;16193.4
Q9H3F6;4662.31;5129.71;5043.61;6053.37;6089.36;4899.02;7263.94;6876.62;6494.73;7380.98;6443.49;6296.11;2787.16;3121.96;3444.47;4841.84;4463.51;4345.48;4008.44;4604.31;4151.48;5030.13;4563.8;4190.44
Q9H3G5;16529.4;16920.9;12012;15366.4;13580.1;15083.7;23369;24545;21845;19292;23390.3;21956.2;15947.8;13010.3;9200.15;11410.9;8583.02;12612.9;16557.9;19556.5;17301.2;19361.9;19049.1;16415.2
Q9H3H1;3223.44;3785.3;3335.7;1560.7;2952.46;3329.05;1846.68;;2342.88;2634.27;2590.24;2113.05;1905.18;2992.11;2167.69;1918.06;2695.83;2926.51;1598.25;1965.25;909.881;2703.75;1470.3;1075.38
Q9H3H3;93354.7;101851;50635;53185.9;54701.2;67133.3;38358.3;60784.3;40206.2;43648.2;61076.4;48239.1;89170.3;86754.1;52633.6;48455.3;79422.5;79424.2;83145.2;62062.3;86249.5;43932.4;54474.7;79033
Q9H3K6;114110;88623.7;52300;60475;63038.2;64988.9;207264;323236;137354;140214;272696;170083;110617;98957.6;50416.6;50547.1;53422.9;56721.8;169311;228880;229682;181769;183570;218618
Q9H3N1;241343;237092;187177;176913;183334;205484;346310;430836;320700;341631;380485;345006;276252;260183;198348;164900;173018;200751;355901;367870;383184;360930;369926;398768
Q9H3N8;56152.4;54445.9;67826.8;68998.6;68688.6;;42222.8;30271.7;54691.8;52663.5;51941.8;51413.5;64642.8;58413.1;78361.9;80465;77196.3;;61740.9;50708.3;;63684.8;63571.8;61680.8
Q9H3P2;16765;17744.8;15555.1;13738.7;13836.6;15409.6;22880;21334.8;22376.3;21391.4;21835;21102.9;14849.8;16533.7;15077.4;12973.7;12470.5;13706.4;19280.1;20324.4;17607.7;20230.8;19298.7;20263
Q9H3P7;75410.2;72069.9;63029.5;61544.8;67198.7;68410.9;77025.6;68346;83169.6;84906.8;70753.5;79812.6;69863.2;73288.2;63562.1;58807.8;67188.8;69601.5;68130;73834.2;65940.3;67884.6;72218.9;71522.5
Q9H3Q1;28386.2;29990;23400.9;23668.1;24274.4;23346.2;25505.7;27126.1;26376.2;27457.6;24923.1;22870.9;30880.5;30617.7;22139.4;21881.3;19896.4;21388;21287.3;20076.2;23727.4;21864.1;19336.4;20787.2
Q9H3S7;29728.5;31124.1;21996.3;25484.9;24277.1;27590.9;18580.6;21098.8;20525.8;19457.2;19246.4;20384.9;32223.7;30201.7;23482.2;22204.3;23816.6;27500;22846.7;19898.2;23585.1;22171.1;24272.8;23202.4
Q9H3U1;22944.2;22424;14416.9;15151.4;16185.9;19445.7;29702.5;36703.3;30286.8;30538.9;34998.5;32612.5;19235.2;18133.6;12531.8;16820.5;12464;17275.4;30953.2;29536.5;30111.8;28430;29128.8;32433.9
Q9H3U5;9030.6;7057.51;2153.9;;2253.13;6376.86;19835.8;28707.2;20530.2;23090.2;23951.8;25919.4;9192.58;4819.16;;;;;24701.5;22267.4;21439.9;20421.8;19396.7;25916.1
Q9H3Y8;14618.1;14885.2;13534.2;13350;12518.6;14139.4;7947.92;11115.1;7222.01;6441.33;6677.04;6572.36;14846.8;15100.1;19603.2;14568.7;14187.7;9056.59;4727.3;4951.26;5665.17;4680.26;5011.8;6266.77
Q9H3Z4;;5626.34;;6756.51;7658.32;5356.87;8448.16;6001.74;6614.47;10589;18174;16666.2;5392.77;;6485.9;7591.9;7305.19;8381.88;20395;7647.53;12460.1;9856.85;17995;8456.6
Q9H410;6997.66;6331;7954.66;6187.38;6392.03;7763.44;4296.23;8251.41;8597.38;6266.35;5664.9;4675.19;7463.48;4685.22;6227.67;5923.64;6369.21;6666.25;4922.75;4093.82;3919.65;4774.26;3218.14;3362.21
Q9H444;218143;218070;136504;147260;149295;169711;193964;268067;174494;167851;205376;161782;215046;209388;142123;131778;143662;151594;143044;164274;185784;167444;149514;178094
Q9H446;9202.48;6696.55;5166.18;6562.74;5752.37;6839.33;5094.13;3812.34;4897.88;3695.68;5603.05;3414.55;6646.44;9181.13;4080.19;5499.08;6492.04;6199.83;4548.81;4373.96;3107.81;5543.63;5437.15;3120.5
Q9H461;8592.15;9870.17;10914.6;20109;15763.6;13027.4;13090.5;18130.8;10378.2;;12171;9732.05;5689;5906.88;5321.93;7011.32;6014.5;7593.84;4680.99;3706.49;5197.55;5051.39;;
Q9H479;24701;29780;20158.4;21874.1;20034;29518.1;15525.6;21233.4;16451.3;18861.3;14832.3;17353.7;30150.4;25438.6;18128.8;19458.7;14585.6;19627.7;13414.9;15457.1;16851.8;11826;14970.9;16530
Q9H488;51945.2;50564.5;48861.1;51770.5;54214.1;53519.2;44845.3;47813.7;43424.3;42487.6;45411.5;45478;59741.5;56450.6;55282.2;57398.7;54029.4;55335.2;53709.6;49606.8;57614.4;52851;57952.4;58141.1
Q9H496;3396;2430.83;;;2324.01;2522.6;;;2336.21;;;2475.82;;2303.87;2314.89;2690.3;2129.71;2196.55;2771.83;2240.26;;2463.21;2710.35;
