Protein.Group;DMSO_cultbatch1_rep1;DMSO_cultbatch1_rep2;DMSO_cultbatch1_rep3;DMSO_cultbatch1_rep4;DMSO_cultbatch1_rep5;DMSO_cultbatch1_rep6;DMSO_cultbatch2_rep1;DMSO_cultbatch2_rep2;DMSO_cultbatch2_rep3;DMSO_cultbatch2_rep4;DMSO_cultbatch2_rep5;DMSO_cultbatch2_rep6;CAP_cultbatch1_rep1;CAP_cultbatch1_rep2;CAP_cultbatch1_rep3;CAP_cultbatch1_rep4;CAP_cultbatch1_rep5;CAP_cultbatch1_rep6;CAP_cultbatch2_rep1;CAP_cultbatch2_rep2;CAP_cultbatch2_rep3;CAP_cultbatch2_rep4;CAP_cultbatch2_rep5;CAP_cultbatch2_rep6
O95573;68827.6;69570.7;59304.5;67398.6;63094.1;66243.5;63378;62081.9;68567.4;69376.4;67896.9;72585.9;69123;70327.8;56561.1;62317.7;61613.7;70235.7;77238;75938.3;75268.4;74261.5;74259.3;75266.9
O95602;20327.7;21569;19099.4;21617.1;22671.1;23534.4;24196.8;19594.7;25817.2;25628.5;18705.9;22570.5;19282.3;19832.3;17474;19184.2;20373.1;21911;22453.7;20795.3;20696.5;23289;22616.9;21957.9
O95628;4209.69;4160.69;5845.74;6258.32;6541.7;6006.36;5338.92;3759.75;6830.94;7054.98;4853.88;4762.19;3379.97;3566.5;4570.9;6740.71;3655.69;4387.69;3924.31;6562.13;3222.37;5510.7;4250.34;4593.08
O95630;14636.2;16625.5;14255.8;15518.6;13958.9;17391.5;13667.2;11558.9;15344;15168.2;16340.8;17382.7;13218.4;16085;20129.2;16552.2;15836.5;13843.8;16635.9;18367.9;14408.1;20163.3;15664.9;21302.8
O95639;1094.25;1085.94;981.943;1066.06;1001.75;;1367.4;;1623.75;1382.71;;2268.27;1116.9;778.202;902.065;1959.65;1409.45;1075.66;1773.31;1848.78;1639.09;1461.55;1130.86;1610.51
O95671;2464.36;1789.79;2398.94;2614.45;2358.7;2851.81;2326.81;3840.47;4953.47;5322.56;3856.05;3112.24;2038.18;;;2032.93;1142.98;2818.65;1472.1;;2880.81;2562.61;2644.2;
O95674;10365.6;7977.79;8398.38;8302.92;7259.12;8651.64;7753.67;6106.77;11664;12095.1;9976.88;9322.72;8244.33;8974.31;8894.84;10424.4;10827.6;10846.8;11125.4;11311.2;11798.8;8066.16;10107.9;9826.39
O95678;21706.1;23654.8;19588.3;27342.8;24398.2;28114.2;38054.4;44304.5;71594.8;32968.2;39261.2;31872.2;26338.5;23867.4;24878.2;28252.8;31365.2;35750.5;42899;47132.3;79507.2;36987.8;41988;46948
O95684;2244.13;2722.44;1865.68;2259.47;2271.26;1479.33;3149.23;4381.68;3621.01;3092.73;1738.31;2541.01;;1074.09;2020.06;442.6;;;2280.56;2244.88;2192.48;;1985.97;3915.38
O95685;4923.65;4865.28;5169.95;4481.06;4369.7;5330.32;3428.74;2177.09;3651.81;4261.04;3052.92;2838.5;4491.74;3731.92;3529.74;2926.59;3980.34;3777.78;2898.92;3419.93;3348.67;2876.04;3812.6;4502.78
O95707;14372.8;16835.7;17513;18078.4;19330.6;17810.7;10799.8;15098.2;14318.4;13794.9;10439.9;14866.4;15960;16712.6;19194.8;19995.1;18943.1;18137.4;14733.6;14249.1;15357.1;13862.7;15312.5;13133.7
O95714;9236.62;7687.66;8152.86;7566.78;7460.53;9771.02;7614.91;6428.52;7123.25;6750.67;6148.11;5518.47;6679.41;8252.4;8223.33;6123.03;6953.01;7845.86;7383.04;8002.61;8068.09;4971.57;6362.3;5015.71
O95716;44029.1;50390.8;34284.8;42218.9;43474.3;39239.5;74449.5;82449.3;69149.6;79577.1;84764.4;76489.5;36201.1;32675.9;28627.9;47769.4;39653.2;40304.4;75862.8;73052.7;82765.5;68647.1;76574.4;81996.6
O95721;37744.7;35429.8;18986.8;19077.3;19086.8;24259.4;41863.5;53318.5;37415;36779;44126.1;40375.6;31323.3;28530.2;15996.4;14180.7;14635.3;19508.1;29110.4;32825.9;33403.7;29826.7;32558.5;33879.7
O95747;92413.7;97546.9;80240.9;78324.1;62146.3;79002.3;95075.4;96179.8;95167;93085.4;105665;98818.1;87936.4;82677.1;81381.9;74437.4;82247.4;88235.6;103434;103010;108010;105399;103509;107940
O95749;5871.82;5494.95;1369.66;1133.75;1045.01;3570.7;20045;26354.2;14363.3;17166.7;20299.3;16709;7762.16;3987.82;518.574;;810.376;1529.38;12977.1;10246.4;12907.5;12739.4;15434.9;17177
O95757;49621.2;43858.1;19111.7;16235;16689.9;29835.3;62209.9;83633.7;60293.2;58017.2;89787.8;72246.9;53815.3;38893.4;22670.1;15031.4;14112.2;23784.4;75214.4;75007.2;123127;72109.7;77027.6;131276
O95758;33761.1;27430;19115.6;20219.8;18839.7;24306.7;45958.5;51124.2;37505.9;50509.6;49296.2;49204.9;33351.4;24838;19897.7;15104.5;17777.3;18395;47022.6;53021;47346.6;44200;48747;46903.5
O95777;32089.9;29582.6;30507.8;16069.3;41933.4;8073.81;91089.2;75891.7;86868;88778.6;99116.6;92884.4;31580.8;23444.1;8065.91;69879.6;7607.61;7992.62;96083.3;117497;104427;108383;101570;95774.7
O95782;158303;143280;124861;139564;135878;122003;100073;132250;93759.3;88218.7;120622;106864;150754;138813;124580;143668;128037;117407;103698;101687;116259;100115;106291;122549
O95786;4581.78;5700.61;6117.13;7482.34;5018.91;5718.97;5802.38;4724.42;7036.85;6217;;5186.85;3350.95;4529.62;4909.6;5190.83;7999.89;5638.32;5798.16;4426.05;4216.8;3353.9;5936.16;2982.94
O95793;102752;98946.8;77619.5;69835.1;67150;77627.6;105068;109847;100290;97812.7;93174.2;100308;88670;78369.8;62485.3;56201.1;55201.5;59435.5;69832;76232.1;72482.7;78180.6;83509.3;77532.8
O95801;20361.5;17355.5;10153.4;8612.31;7613.95;15780.7;21150.5;29022.2;20526;25804.3;37756.5;22086.4;16495.2;20462.8;11436.8;9721.81;7376.3;13261.6;24098.1;28477.4;31050.9;25542.4;28108.7;44872
O95816;85941;74702.5;75755.6;72983.9;62294.9;68540.5;73097.7;67207.7;67145.3;61319.9;58692.6;69500.5;63225.1;76010.3;70664;68980.2;74162.3;75176.4;55269.6;70101.4;65536.1;78257;69011.6;70044.1
O95817;75107.4;74200.4;46433.4;47013.9;44638.8;53112.8;51847.7;68724;49124.2;47712.6;58675.3;49562.7;59596.4;58071.2;36038.1;36790.4;39859.8;39612;32426.5;35843;37939.6;36236.7;35029.2;36059.2
O95819;21068.3;42073.5;12158.6;16518.9;15520.4;20098.5;700047;689846;612061;508498;745652;28143;17168.9;18421.9;11075.9;11764.4;10770.7;15170.5;895836;732808;23472;22655.5;755488;744544
O95825;5792.42;5845.99;8919.91;16639.2;8985.78;6102.08;3849.64;;4464.73;6407.99;5274.71;6366.16;6441.65;5638.49;10229.2;12295.4;8195.66;7783.32;3681.8;3170;4024.94;4473.9;4820.62;3848.02
O95831;85609.7;85851.9;74469.6;68872.9;68775.2;82359.1;94621.3;111864;93978.5;98075.3;101973;99975.5;94934.7;93733.3;74585.2;73459.7;70909.3;85108.1;104918;110754;115755;102132;112278;116914
O95834;8731.64;9079.45;6508.6;5948.68;7383.52;4655.94;9268.99;8366.75;11772.6;13267.2;12755.7;10959.5;11533.4;12699.1;4501.8;6991.38;5013.91;6781.96;12467.5;10820;11479.7;13903.8;12503.3;13062.4
O95857;18705.9;16429.7;12080.9;11942.3;11811.7;12257.1;46254.5;46877.5;42836;40146.1;45079.4;45038.7;12371.4;12380.1;10281.1;7290.05;6528.93;9703.16;15486.8;34419.1;23783.5;27891.9;30086.6;29846.1
O95858;6739.45;6295.04;2996.42;2358;1992.27;3530.03;7331.61;8106.42;7664.01;8999.84;9610.53;9520.53;3229.8;2375.23;1757.22;;;2214.09;6402.47;6087.77;6228.4;3933.57;7048.66;7775.75
O95861;46526.8;48261.7;29913.2;32022.1;28401.3;35836.8;63373.6;63086.3;59817;58666.2;64988.6;63652.8;44497.3;46637.2;27125.9;22783.2;26099.7;33848.6;63022.7;69407.2;74516.6;70441;75066.5;74707.8
O95864;32178.9;28781.5;22845.4;20212.9;23888.7;25874.2;20951.5;15211.1;27019.3;23025;24308;28725.7;9002.66;8650.75;5052.73;7462.96;5226;7780.82;1046.14;7524.26;3028.79;4858.68;7903.96;4609.59
O95865;86282.3;86879.5;85614.5;80600.6;81639.3;89980.1;47767.2;43601.2;47408;50891.2;44655.1;51107.9;92791.3;96295.1;100820;85277.2;89533.9;92949.7;41541.7;47698;45970.6;51364;45734.3;45941.6
O95870;27431.6;26117.9;16772.4;17181.8;20249.8;25156.5;31818.4;30617.9;28229.8;32701.2;28348.9;25189.8;29230.7;26423.2;19371.2;16120.6;15888.8;21219.2;27738.7;26085;27231.4;27539.4;30841.3;33434
O95881;202704;200447;65500.6;46699.9;48012.9;96560.1;376330;508246;268062;240578;412241;258633;195351;168195;53747.5;40237.5;43925.7;74680.5;285011;299457;306698;285855;239121;260487
O95905;2971.04;4041.69;5375.46;4413.76;6153.44;4682.18;5754.24;4765.81;6755.89;4460.68;;2912.31;1815.61;1618.44;2628.13;3686.93;3590.43;2740.7;1407.02;3234.38;3152.87;2746.63;2413.49;1478.3
O95926;11613.4;10925.3;10190.3;8520.35;7119.69;6628.2;6686.4;;5068.52;;;1644.41;8867.7;8409.27;8705.22;10809.5;8017.7;7033.54;;;;4383.62;4759.55;
O95965;6019.98;7717.43;6790.73;6543.48;6982.51;5022.37;4147.81;;3544.06;3891.04;5337.27;3793.26;3734.28;3596.1;4524.75;3519.75;3449.25;3793.61;1895.05;1699.96;;2895.33;2116.95;1814.35
O95983;11417.4;13114.8;10756.7;12074.1;10291.4;12196.7;13093;9168.02;9998.53;10325.6;9926;12100.4;13302.2;10610;10154.2;10797.4;7602.62;8427.16;8382.46;8047.04;9747.06;9399.83;9155.15;7757.37
O95985;1960.72;2028.13;1580.85;1878.98;1055.73;514.696;;;;;;;1451.17;583.447;1429.78;1196.25;1668.53;1694.05;;751.274;;;937.188;
O95989;35733.9;35833.5;16781.6;20581.2;20122.5;27946.9;33802.2;30061.9;37626.6;26724.7;16231;30205.4;37586.6;32511.7;19035.3;11073.2;12865.4;31173.4;28880.8;33478.4;24639.6;30036.9;38319.3;28960.3
O95994;424679;468503;298203;219788;215649;274377;785584;779958;611513;620262;724945;671522;396797;381570;235933;159968;181350;201286;537909;565637;575063;578275;539957;578448
O95999;15784;15807.2;14135;21216.6;11915.7;16022.1;20132.3;14971.2;14675.7;14664.9;16844.1;16498.7;11850.1;11955;8264.22;6581.36;7086.17;6768.31;16930.2;15609.4;13137.2;16930.5;13881.3;15175.9
O96000;70655.1;72932.5;66288.6;63387.9;62662.2;72024.8;55768.3;50513.9;51440.8;49099.2;42219.6;48520.2;74795.9;77821.4;75036.6;67141;59683.4;68223.5;47362.2;51881.5;40466.9;55523.5;46385.7;45954
O96005;15949.3;18458.7;14756.2;10606.7;16972.5;14642;13810;23437.5;20214;16301.5;18147.2;17437.7;15785.5;15164;13154.2;12516.3;12050.8;9394.57;18994.6;15183.6;19792.9;17546.4;20692.5;18908.5
O96007;9346.48;8946.43;11815.5;12781.7;12682.9;6707.27;4579.71;;6148.82;5991.73;2654.99;6461.42;7525.08;7934.15;11353.6;12099.5;12072;10178.3;2375;3109.19;1292.74;5931.36;5229.3;3188.01
O96008;62013.8;58337.8;47565.6;48908.6;51905.5;54843.4;42841.5;40465.6;50143;56377.9;36331;54332.4;62953.1;60170.7;47524.5;47643.9;53467.9;59838.8;52427;53555.5;50260.3;49210.9;46736.5;39074.5
O96011;14155;14295.5;16954.9;15591;17508.4;17186;7886.09;6775.54;8413.47;9409.69;9686.13;8233.34;16051.4;16736.7;14437.1;18695.1;15989.1;16792.3;9144.38;7244.87;8933.47;8846.55;9768.73;9912.61
O96013;22781.5;22248.6;19561.2;19249.1;18362.7;20207.9;24035.6;25537.8;23434.3;23909.8;27508.2;19925;23039.9;20681.3;18473.1;19309.7;17395.8;18074.8;19942.1;18166;24546.1;21987.3;18670.4;19900.5
O96019;50884.5;44636.3;41454.7;42584.2;36767.7;47248.3;84984.7;77113.1;79375.7;67143.5;63038;75489.6;56836.2;56056.1;45368.8;45994.7;44191.6;41965.6;77008.2;83695.9;71946.3;65100;74631.9;67734.2
P00167;58196.8;60305.1;53133.1;47492.4;43265.8;51829.1;42325;43773.6;48218.5;50129.4;43093.6;48590.7;57134.9;60108.4;54366.6;45557.7;47016.2;52741.8;48452.4;46646.5;39411.4;44500.5;43319.9;43355.9
P00338;2.31E+06;2.10E+06;1.46E+06;1.42E+06;1.42E+06;1.70E+06;3.24E+06;4.63E+06;3.14E+06;3.28E+06;4.32E+06;3.57E+06;2.48E+06;2.23E+06;1.53E+06;1.47E+06;1.45E+06;1.95E+06;3.71E+06;3.54E+06;3.86E+06;3.60E+06;3.61E+06;3.98E+06
P00367;59580.3;58450.6;45127.1;46923.5;47282.5;51024;63194.9;70280.1;58065.8;59987.1;64515.2;64053.8;71293.5;67633.1;56566.3;55964.7;51459.8;52301.1;60217.6;66139.3;67578.3;62780.6;65832.8;68138.6
P00374;14875.8;5908.94;16017.6;16673.7;17281.1;17839.5;17824.9;12942.2;17554.4;16922;13734.8;15794.6;;;11630.7;11914.7;8558.82;6115.89;4694.68;9201.72;6376.3;7951.75;8988.77;9605.21
P00387;126710;124527;69595.1;60290.2;62078.6;88257.6;90606.5;99171.7;90085.4;100086;101838;100235;134718;129657;69927.6;69333.4;62065.8;79572.4;98556.3;112094;83399.4;93636.4;93969;94737
P00390;64146.7;58407.9;49932.2;48157.8;52535.4;55941.1;61110.8;67959.5;58830.3;60712.4;69121.5;62538;64897.9;63824;50382.2;49475.6;42231.6;49651.9;67550.3;65687;71857.6;63461.6;70193;67274.7
P00403;313781;305019;89296.6;58749.8;74375.5;175406;279037;428431;246913;243099;394224;260582;305297;243901;73691.2;34311.3;73704.4;140705;253134;225377;249862;214757;219028;252783
P00441;273472;252196;215479;158417;129145;149962;906273;1.92E+06;593955;614492;1.06E+06;663720;204392;214488;213422;189339;174776;168961;627440;841124;884224;634454;606422;859762
P00491;143488;152966;119991;121174;121941;131680;99328.9;101136;108138;110414;109677;106046;148454;137970;119552;135548;125078;132690;130718;110326;114201;112618;117665;128077
P00492;222629;219910;141935;131829;133267;194324;236727;214859;229726;219700;248438;215285;238520;246071;166850;111684;134661;171400;246101;223934;222765;224814;228581;233882
P00505;114482;133704;72793.3;72068.8;81804.5;100935;166944;183823;178273;187377;171130;189403;148752;142362;112843;73345.9;84087.5;91804.4;195115;197019;201806;193136;194947;212297
P00533;17196.8;17614.7;22939.1;22209.6;22358.2;20911.1;46336;45144.8;48693.8;48022.7;44268.9;48697.3;15570.8;14630.6;16895.1;21910.9;21767.3;19647.8;35981.3;38768.2;34897.8;40448.9;36618.4;36437.7
P00558;1.90E+06;1.92E+06;1.57E+06;1.37E+06;1.29E+06;1.60E+06;2.05E+06;2.35E+06;1.96E+06;2.01E+06;2.23E+06;1.97E+06;2.08E+06;1.96E+06;1.58E+06;1.12E+06;1.22E+06;1.43E+06;1.77E+06;1.93E+06;2.32E+06;2.01E+06;1.88E+06;2.26E+06
P00568;92669.6;75658.6;53797.9;50347.4;55559.3;67049.9;98643;97140;85615.5;87335.5;88995.7;84482.5;106903;91390.9;54444.4;58169.5;56973.3;60811.8;85672.2;94786;91005.9;96529.6;97502.7;88455.7
P00734;15265;19960.2;6882.74;12820.3;11646.4;14472.6;;;;;;;;12410.8;8952.75;10796.1;13352;19204;;13756.3;;;;
P00747;10231.3;12520;8702.68;8769.86;8089.5;11623.1;;;;;;;12914;8250.26;12304.3;7930.73;8621.82;12029.5;;3247.87;;;;
P00749;28140.7;27492.3;35239;37298.4;34907.8;29620.9;42814.6;32846;46933.2;56473.4;41223.1;48223.9;27330.8;33569.8;37214.6;32217.8;29784.8;25751.6;33751.8;34245.3;25094;30070.9;34451.3;34102.5
P00750;27437.5;27128.6;25253.9;15835.3;18545.7;16870.8;49266.7;37843.7;54631.7;51797.9;45424.3;46067.3;28619.3;29839.3;27919.1;16391.1;16586.4;13780.7;11044;10408.7;8639.7;7426.29;8959.37;7585.64
P00761;970020;1.12E+06;370532;347445;420120;686514;609861;2.80E+06;448763;493448;927193;540734;1.14E+06;1.01E+06;282965;310893;349299;511655;645622;797915;854490;642240;729528;1.17E+06
P00813;16795.3;16924.6;10689.9;6855.5;9625.34;14878.8;9397.88;9622.24;11021.8;6661.32;11530.3;8429.21;20805.4;19112.8;9197.05;5946.95;11698.9;14396;12382.4;10193.6;10157.6;10914.5;10909.8;9654.36
P00846;34901.8;44290.5;20347.8;30899.6;23111.3;27990;9376.45;;;;14501.2;;39820.5;36248.9;17261.5;22459.6;23104.3;41075.7;;12670.8;16278.7;10679.9;10296.7;14131.1
P00915;;;1576.71;;;;2584.06;;;2525.78;;88418.4;3283.96;2667.58;;;1088.62;;;250064;;270545;2682.61;
P00966;;;;;;2695.74;52199.3;44818.6;60175;54151.9;59651.5;57229;4321.13;6329.03;;;2259.16;;70328;80127.1;73552.9;74816.9;73334.9;77297.2
P00995;;;;;;;;;;;;;;;;;;;;;;;;
P01008;21672.8;23520.2;18440;21944.1;20499.5;27222.3;4746.66;;;9346.67;;3979.36;26653.7;23639.7;20525.9;21391.1;22919.4;28591.4;;;8573.71;4634.81;;8895.05
P01023;26606;31392.2;16535;20381.9;17643.4;31404.4;6583.03;3203.91;7821.32;7449.28;8454.77;2416.33;31211.7;29596.2;23122.2;25073.7;29119.8;36252.7;6750.35;3505.77;7540.52;2541.86;6537.48;4636.08
P01024;8330.11;9478.17;6473.19;10183.8;9156.62;12213.9;3382.88;1251.48;4113.41;4157.52;9524.16;4019.42;8023.44;10302.6;7214.27;10507.7;11441.2;11347.3;4450.79;2817.97;8307.91;4380.44;4190.63;7180.07
P01033;10869.1;11168.2;8191.28;10777.8;10780;13396.2;19166.8;17510.4;17278.6;14140.7;14719.9;17739;12073.9;12626.9;10956.7;12422.9;10327;10143;17835.6;21875.3;19592.2;21057;19548.9;21018.2
P01034;46811.2;41736.9;33350.8;34917.4;39792.1;35955.3;32203.9;39136.2;27983;25631.1;24795.5;26398.3;32793.1;35058.9;27818.2;35642.6;29828.5;24693.5;19546;22863.7;22073.6;22390.9;20565.7;20712
P01036;6106.67;;;;;;;;;;;4584.46;;;;672.577;;;;;;;;
P01111;50446.5;48862.4;40561.8;35923.4;34189;44007;88899.8;122264;81742.1;75180.2;88822.8;76196.9;53343.2;54527.1;41045.9;31726.7;38457.8;37298.6;79267.5;81769.8;79097.6;80353.4;81785;80037
P01112;15867.3;13515.5;17629;15314.7;16297.1;14296.6;24602.9;26552.6;24974.5;18322.1;24223.5;21679.7;11326.8;17329;18480.3;17008.4;16325;15891.8;20265.2;22366.6;17009.3;19927.7;19826.1;22960.1
P01130;66020.2;62667.1;45322.4;46327.7;40353.5;51063.9;118203;105218;111257;106553;104547;107340;25983.7;21946.9;16803.6;20503.2;19452.4;18110.1;54423.7;58250.4;59300.9;63951.6;56378.2;54412.1
P01584;;;;3395.19;;6030.39;100517;88071.3;85975.8;92638.9;95220.9;98259.8;11090;8623.1;;92259;;4086.33;56983.9;64235.2;55940.1;64321.6;61747.8;56302
P01834;;;;;;;;;1475.84;;;;;;;;;;;;;;;
P01857;;;;;;;;;;;;;;;;;;;;;;;;
P01861;;;;;;;;;13309.9;;;;5398.77;;1612.84;;;;;;;;;
P01876;11373.9;9766.18;7635.66;;5375.16;8506.39;;;5632.74;;;7602.1;8660.39;;;;;9998.85;7305.25;6741.44;6710.32;5018.52;8452.6;
P01889;45668.1;43607.1;38511.5;42128.5;40077.8;50224.7;42868.7;42480.6;45803.2;40687;31517.4;44538;30029.6;30713.9;28918.2;34587;39167.2;39382.5;34268.8;39654;39097.7;37611.7;37072;37189.5
P01893;4323.71;3569.69;6122.63;6691.62;3360.26;4631.44;2034.1;;2287.71;2259.49;1807.91;2802.98;1887.85;2770.6;4378.61;5694.01;6705.49;4504.23;2707.6;;;1563.84;2236.11;
P02042;90749.1;88737.9;49075.3;48237.4;70562.6;106788;16704.2;15597.8;10169;10086.8;15539.7;9404.59;126543;102847;54791.9;51504;66408.3;98198.2;19788.9;16630.4;21082.2;11830.5;16767.2;18307.1
P02461;;;1858.08;2204.31;3007.74;2922.65;;;;;;1115.53;5466.13;;;;5222.12;5295.74;;;;;;4309.33
P02462;;;16141.7;18294.7;18088.6;;;;;;;;;;21548.2;12897.4;14195.1;;;;;;;
P02533;14325.4;16428.9;5189.46;;40140.6;8639.18;30931.5;37656.3;726770;28755.5;34534.3;28031.1;17861.3;6854.39;4669.1;4237.47;6384.67;16182.1;40588.2;34088;301347;30833.3;30979.2;30435.6
P02538;9476.42;8284.17;5617.79;4458.3;37133.4;;7118;7526.61;499253;6055.62;4104.6;5156.4;5913.27;3389.99;3246.98;18572.9;2948.57;5635.86;10981.2;9158.54;194204;7965.65;8763.74;9044.78
P02545;774756;765296;579664;590044;568284;715708;876784;994900;792423;798973;907849;856422;965967;902036;702524;610397;639407;731021;792028;883633;860437;901227;887988;959051
P02656;4974.5;2857.99;3435.97;4978.28;6358.93;6357.5;;;;439.524;;;7862.42;5439.89;3547.19;8246.44;8419.22;7446.3;;;;;;
P02662;;1470.18;;;;;2290.52;;1268.14;1073.83;;;4096.68;;;;529.579;762.271;2127.16;1233.93;;1510.98;2563.07;
P02663;;;;;;;;;;;;;;;;;;;;;;;;
P02671;;;;;;;;;1677.86;;657.552;;;;;;;;;;;1426.74;;
P02751;11225.6;11283.8;7801.31;6477.18;6841.6;7546.28;13593.6;12063.2;15898;14645;12116.2;14530.7;9265.67;7759.27;7459.14;4612.46;6335.12;8235.85;10156.2;9882;23634.5;10323.5;9058.85;8685.88
P02753;15769.2;15714;13900.9;14153.3;14426.6;15479.8;;4350.94;3249.26;1913.36;;;12155.5;12058;12443.3;16639.3;13438.6;13667.9;4197.32;;7403.85;;2870.46;3399.3
P02765;1.61E+06;1.49E+06;1.02E+06;1.30E+06;1.25E+06;1.62E+06;203316;203877;155259;165325;126982;154451;1.72E+06;1.57E+06;1.20E+06;1.36E+06;1.63E+06;1.77E+06;267117;309058;280037;213504;182051;264833
P02768;6886.39;6283.44;5893.56;10375.6;7425.73;5822.11;2667.22;;30256.4;2464.7;;464.814;5589.04;4937.76;6373.19;7163.64;7766.31;9284.91;;4793.33;;4403.37;3926.3;
P02769;2.89E+06;2.77E+06;1.67E+06;2.03E+06;1.79E+06;2.30E+06;428021;490809;341456;357356;313609;300425;2.87E+06;2.62E+06;1.83E+06;1.74E+06;2.02E+06;2.50E+06;406679;476188;542689;348373;350117;540038
P02771;29408.9;28566.6;11981;10393.8;19390.6;13928.6;;;;;;;40554.1;23082;21229.9;40298.2;19241.6;13419.2;;;10648.6;;;12122.5
P02774;41309.7;38029.9;19314.3;26028.9;26445;33537.4;4406.03;10059.9;4720.2;;;2220.32;40855.5;37711.3;22301.9;24456.7;31731.5;38683.6;6837.51;5627.54;8730.47;6521.13;9053.53;7952.17
P02786;400446;388495;297485;288841;301854;330057;458900;474644;427191;413622;481135;488652;412881;394820;311838;304223;283826;296402;376726;388701;378657;367969;366039;355826
P02787;8899.57;9533.77;8733.69;11209.1;12439;13340.7;;;;;;;12844.6;11421.1;13223;11650.2;12766.4;12946.2;;;;;;
P02788;349181;373771;130697;134471;118878;311924;36213.1;44226.1;38543.2;29765.4;76882.2;34308.4;405243;327845;129998;101080;129058;218199;43813.4;39409.4;37967.5;33558;30376.3;34814.5
P02794;39121.9;36905.9;31499.7;57512.3;50842.6;52759.3;41819;39358.9;42808.1;37351.9;37519.9;36872.6;49152.9;48243.9;43016.5;71509.8;86706.8;76798.2;90760.2;91878.9;92320.9;83221.5;74429.9;82922.5
P02795;10041.2;5920.86;6937.91;11900.6;18955;16170.7;20274.5;17988.1;12561.2;9780.7;8387.41;10342.4;9807.21;14366.8;16590.1;9779.97;40833;31693.9;25086.1;20394.6;23098.5;16970;8697.8;22310.4
P03915;1473.85;;2364.18;4020.1;3137.5;2006.85;;;;;;;921.473;;2121.2;4518.88;2129.88;2151.55;;;;;;
P03928;10020.9;9897.1;4812.95;6822.78;;8608.64;9549.19;8175.44;12372.3;11131.2;9117.33;9536.33;7190.32;7563.35;;9523.24;8159.3;;8844.69;9392.76;14280.7;11298;13019.9;10397.6
P03956;;;;1491.62;;1758.73;;;;;;;773.504;1192.96;;1847.37;1278.93;1200.35;;750.499;;;;
P03971;;;;;;;;;;;;7694.44;;;;;;600.6;;;;;;
P03973;6761.05;5564.92;3182.66;1658.98;;3689.77;45672.1;68066.1;47024.3;41035.4;47871.6;42255.8;10567.3;12089.7;5355.19;3646.05;6438.65;3352.56;39278.7;43953.5;41649.3;43814.8;40562.5;45960
P04004;2256.49;4067.16;2305.99;3181.81;1771.58;2718.73;;;;;;;3863.15;2907.74;2985.01;5265.89;3620.66;4250.11;;;;;;
P04040;74289;78116.4;69298.7;69054.6;71766;76866.4;52239.9;53788.6;58573.1;57181.5;50429.4;54650;86059.1;89626.8;87405.4;79805.3;81037.4;86324.5;61526.4;68045;62143.1;64961.9;66308.9;66753.7
P04049;3534.03;4023.42;5343.12;4158.73;6148.77;7614.36;3040.64;;2840.74;5266.01;4728.91;4180.28;4680.19;4500.72;3040.43;6963.51;3630.55;5499.1;2906.78;3536.43;4666.91;2906.91;2333.08;2957.33
P04062;24019.5;23953.8;20748.8;22035;19672;25636.3;25158.3;19515.5;27365.1;25234.1;27718.6;26972.6;16107.2;17053.2;14317.2;16881.5;15592.6;20290.4;24911.3;28508.7;27765.7;23240.7;24709.2;26239.9
P04066;12819.4;11579.4;10761.3;10188.1;14544.8;12139.5;5277.63;;9109.89;;9522.99;10566.2;13713.7;11448.1;6191.26;8473.25;13521;15977;22661.3;7393.13;;8589.91;6126.27;8010.74
P04075;1.62E+06;1.49E+06;1.23E+06;1.09E+06;1.20E+06;1.41E+06;1.91E+06;2.19E+06;1.86E+06;1.90E+06;2.08E+06;1.87E+06;1.73E+06;1.71E+06;1.30E+06;1.14E+06;1.14E+06;1.22E+06;1.66E+06;1.81E+06;1.83E+06;1.85E+06;1.80E+06;1.83E+06
P04080;288811;329889;348010;341138;362277;366088;255520;356737;225789;237928;284561;247294;331362;340443;396939;354112;382905;378369;294054;356175;359308;354689;369655;426750
P04083;402495;393458;382154;358621;379313;367225;467769;491434;501894;484357;447853;450550;464620;466274;448783;433298;423944;442976;471378;539526;490646;525525;490241;481199
P04150;8109.45;9944.79;9700.99;8119.74;9530.6;8414.89;10199.8;7806.79;11503.9;11280.4;9327.24;10172.9;7990.29;9061.23;7417.6;8921.64;8054.02;8335.43;6756.79;7343.4;8333.47;6728.94;6585.99;6819.84
P04155;8564.25;8034.36;5413.78;4994.31;5201.19;6046.16;6373.12;8302.57;7462.59;5646.72;8438.82;8753.18;17829.2;21462.6;11899.3;6347.51;6254.46;8041.79;7022.77;10893.3;10093.9;8732.63;8514.05;9155.38
P04156;27290.9;33529.7;28639.8;23171.6;21502.3;22222.1;73050.7;70917.1;73226.7;76330.4;72567;76868.6;21178;21084.8;16127.9;17825.9;14084.2;19840.1;65943.2;71891.1;70433.3;75367.9;73719.2;72150.8
P04179;92443;96348.2;68155.2;78649.2;73720.2;93744.4;240561;235275;292082;281114;278168;265749;106073;103163;69290.1;81119;89398.5;111940;308793;310087;294466;318857;312310;325211
P04181;112440;114965;101226;99484.5;98581.5;112876;146757;125410;159491;157113;153218;153479;113225;118786;104595;104351;101715;124943;160565;137939;154950;147114;148118;153059
